effective_date,code,ticker,company_name,market,sector_33_code,sector_33,sector_17_code,sector_17,scale_category_code,scale_category,is_financial,latest_date,close,adj_close,volume,avg_trading_value_60d,history_days,daily_return_mean,annual_volatility,max_drawdown,return_12m_ex_1m,cumulative_return,price_history_days,company_name_ja,revenue,operating_income,ordinary_income,net_income,total_assets,equity,operating_cf,investing_cf,financing_cf,rd_expense,capex,employees,revenue_growth,operating_income_growth,operating_margin,roe,equity_ratio,ocf_margin,rd_ratio,capex_ratio,market_cap,enterprise_value,trailing_pe,forward_pe,price_to_book,dividend_yield,beta,shares_outstanding,ebitda,dividend_yield_clean,pe_for_score,pbr_for_score,profitability_score,cash_generation_score,stability_score,competitive_position_score,moat_score,transformation_score,ai_infrastructure_exposure,automation_exposure,data_software_exposure,trust_security_exposure,intangible_investment_score,future_moat_score,valuation_score,bb_score,momentum_score,risk_score,adjusted_bb_score,price_available,liquid_20m_60d,operating_loss_years_3y,operating_income_years_available,negative_ocf_years_3y,operating_cf_years_available,is_financial_like,investment_eligible,category,score_rank
20260430,6524,6524.T,"KOHOKU KOGYO CO.,LTD.",Standard Market(Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,-,,False,2026-06-01,6070.0,6070.0,171400.0,1717554650.0,1084.0,0.0017976296840307,0.5438920731585133,-0.5850666409072383,2.3767692198368775,2.7447741188807093,1084.0,湖北工業株式会社,17454000000.0,4624000000.0,4547000000.0,2992000000.0,28319000000.0,23441000000.0,3343000000.0,,-3646000000.0,641000000.0,,1710.0,0.1382337235828095,0.2823342868880141,0.2649249455712157,0.1276396058188643,0.8277481549489741,0.1915320270425117,0.0367251059928956,,,,,,,,,,,,,,0.7722001105681365,0.5107545802775781,-1.148853353823924,0.8299250392403015,0.3341730208515178,0.0820214316395008,1.3862943611198906,1.3862943611198906,0.0,0.0,0.7071067811865475,1.1491227038132197,0.0,0.4654940753092964,3.7070682133651744,0.8708229281976265,0.7491186038260512,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,13
20260430,6387,6387.T,SAMCO INC.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,7,TOPIX Small 2,False,2026-06-01,11050.0,11050.0,175200.0,1829675283.3333333,1222.0,0.0015876345592363,0.5170593993152873,-0.7019717216018018,3.5000342331276997,2.6697164395525848,1222.0,サムコ　株式会社,9342282000.0,2342740000.0,2373332000.0,1697328000.0,17774224000.0,13558675000.0,1206003000.0,,-404592000.0,,,191.0,0.092268013589934,0.122594867641957,0.2507674249182373,0.125183913619878,0.762827958058816,0.1290908366927909,,,,,,,,,,,,,,,0.6685296352905628,0.2882929074270931,-0.9804843749412798,0.4381463902499121,0.1975910022701967,0.012722425036287,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.8020199648197579,0.0,0.3030638963860581,5.109614166478054,1.067502982424961,0.7072750147913675,True,True,0.0,3.0,1.0,3.0,False,True,Future Moat,14
20260430,6800,6800.T,"YOKOWO CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,7,TOPIX Small 2,False,2026-06-01,5170.0,5170.0,121000.0,835476995.0,1222.0,0.001117362053713,0.425757660455745,-0.6154404403033261,3.166816847624265,1.5316301037784092,1222.0,株式会社ヨコオ,82884000000.0,4226000000.0,3926000000.0,2240000000.0,76278000000.0,52030000000.0,7239000000.0,,-4615000000.0,,,7733.0,0.0310835666238158,-0.1723297192152675,0.0509869214806235,0.0430520853353834,0.6821101759353942,0.0873389315187491,,,,,,,,,,,,,,,-0.0033299281382772,0.1395417606649832,-0.4075865477695826,-0.1012603006385837,-0.0680494043637845,-0.0981279469503944,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.2467569945082408,5.109614166478054,0.5729492791584487,0.7004234832402013,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,16
20260430,9513,9513.T,"Electric Power Development Co.,Ltd.",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,3954.0,3954.0,719900.0,5372123065.0,1222.0,0.0010576501326825,0.2605049348436094,-0.1790906796786056,0.6121708880824486,2.092807224323274,1222.0,電源開発株式会社,1383337000000.0,138310000000.0,140598000000.0,102530000000.0,3931480000000.0,1463502000000.0,250335000000.0,,-133697000000.0,,,7127.0,-0.1783211060872911,-0.1326889179762284,0.0999828675152909,0.0700579842050096,0.3722521798406707,0.1809645805758105,,,695936745472.0,2117931368448.0,12.151945,10.946238,0.49702734,2.74,-0.234,176008295.0,217066995712.0,0.0274,12.151945,0.49702734,-0.183005014419765,0.4731055251334715,0.6293370488668076,0.0310285897323641,0.1862977539562844,0.8468416553871603,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,1.312225274398718,0.5362438354742669,0.5701119128136252,-0.9943524596167784,0.6926902727173073,True,True,0.0,3.0,0.0,3.0,False,True,Transformation Moat,17
20260430,8050,8050.T,SEIKO GROUP CORPORATION,Prime Market (Domestic),3750,Precision Instruments,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,7420.0,7420.0,436100.0,1845328000.0,1222.0,0.0019565289157285,0.3862891128609567,-0.3719009043404572,2.3792878497384877,6.611660153170776,1222.0,セイコーグループ株式会社,315445000000.0,30533000000.0,20769000000.0,13508000000.0,369236000000.0,158014000000.0,32609000000.0,,-16520000000.0,,,11367.0,0.0748107111617399,0.2008632106792029,0.0967934188210306,0.0854860961686939,0.4279485207292897,0.103374597790423,,,,,,,,,,,,,,,-0.0854425138952777,0.1966726565381851,-0.1599303098805966,0.0224170889285991,-0.0082393599192004,0.0178164611677985,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.2936861098711643,3.7115456243410527,-0.1361657663271351,0.6784572489379831,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,18
20260430,9984,9984.T,SoftBank Group Corp.,Prime Market (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS",1,TOPIX Core30,False,2026-06-01,8541.0,8541.0,100911200.0,348913306723.3333,1222.0,0.0017338407381402,0.52183024514636,-0.5079229021101428,3.057787119251607,3.31157921305771,1222.0,ソフトバンクグループ株式会社,408569000000.0,304715000000.0,-481572000000.0,1082903000000.0,23044859000000.0,5325482000000.0,,,,,,67229.0,-0.2114794671747563,-0.4853925904909555,0.7458103771945498,0.2033436597851612,0.2310919758719287,,,,48674507849728.0,65838660976640.0,9.786868,28.924109,2.7927911,0.15,0.901,5698923701.0,929463009280.0,0.15,9.786868,2.7927911,1.1864464720544774,0.0,-1.010420356933884,1.774760705161896,0.5681243348646695,-0.2685930898171863,0.0,0.0,1.6094379124341005,0.6931471805599453,0.0,0.1854386963944602,0.4741573348461673,0.2300442371503674,4.917725251804855,0.6161922243000091,0.660197539900852,True,True,1.0,3.0,0.0,0.0,True,True,Core Moat,20
20260430,6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,7,TOPIX Small 2,False,2026-06-01,8180.0,8180.0,161000.0,971058550.0,1222.0,0.0018243740326068,0.3812551586665256,-0.446317270388011,2.4306687127349313,5.5247138633578015,1222.0,株式会社東光高岳,115222000000.0,11254000000.0,6302000000.0,4280000000.0,113652000000.0,66456000000.0,5039000000.0,,-3349000000.0,,,2547.0,0.0448823419651787,0.0879498305639594,0.0976723195223134,0.0644035151077404,0.5847323408299018,0.0437329676624255,,,,,,,,,,,,,,,0.0315047538802546,-0.0158149135336357,-0.1283433822262605,0.0247901178815799,-0.0136377173942559,-0.029318055419867,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,0.0,0.2802829734817312,3.802886253539211,0.0268492620739026,0.6578866726282621,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,21
20260430,6356,6356.T,"NIPPON GEAR CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,2026-06-01,1492.0,1492.0,527500.0,5332541846.666667,1222.0,0.0018517295247381,0.5388403879290268,-0.4792169163431881,2.0098422041820996,3.8617259028626494,1222.0,日本ギア工業株式会社,9555548000.0,2105777000.0,2152900000.0,1550400000.0,15233746000.0,12561580000.0,1289921000.0,,-384305000.0,,,264.0,0.1272292937098107,0.4774873825492756,0.2203721858756818,0.1234239641828496,0.8245890406732527,0.1349918392958729,,,21241489408.0,23802957824.0,12.129095,,3.8963141,0.6,0.395,14236923.0,1256057984.0,0.6,12.129095,3.8963141,0.677061702310859,0.3093166403704316,-1.1171551679221152,0.3560793465264513,0.1620855916222757,0.2645319198849592,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.8020199648197579,0.3727357169046759,0.4112750044395513,3.0547758514788113,0.6006134762258731,0.6566912419648452,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,22
20260430,1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Standard Market(Domestic),3600,Machinery,8,MACHINERY,-,,False,2026-06-01,3750.0,3750.0,299800.0,1098486153.3333333,1222.0,0.00215208951066,0.3956032723115382,-0.4066914944077054,2.323115467814848,8.497687643870103,1222.0,日本ドライケミカル株式会社,55727078000.0,6128252000.0,5817169000.0,4204018000.0,50939579000.0,30517857000.0,8942669000.0,,-3361717000.0,,,1157.0,0.0533518479875068,0.2602916039048215,0.1099690172163701,0.1377560029853996,0.5990991209409092,0.160472598258247,,,,,,,,,,,,,,,0.2689346887371733,0.4000979376602753,-0.2183745605358641,0.0579911605152452,0.1620749454689556,0.0157621308901862,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.8020199648197579,0.0,0.2931690058091606,3.611687030902876,-0.0233260246461744,0.6566703113640656,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,23
20260430,4971,4971.T,MEC COMPANY LTD.,Prime Market (Domestic),3200,Chemicals,4,RAW MATERIALS & CHEMICALS,6,TOPIX Small 1,False,2026-06-01,11100.0,11100.0,335400.0,2863908933.3333335,1222.0,0.0016418289054507,0.4891852339921811,-0.607191279290515,3.435703362550969,3.178125383093156,1222.0,メック株式会社,26740510000.0,5914601000.0,7224721000.0,5766868000.0,41814028000.0,30472068000.0,3979322000.0,,-2252707000.0,,,508.0,0.2520458349051624,0.5403550527231435,0.2211850484527034,0.1892509559902531,0.7287522742367705,0.1488124946008883,,,,,,,,,,,,,,,0.7519679709647513,0.3585560299756523,-0.8055802718288644,0.3582740727648664,0.2633665575187763,0.222519382869513,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,0.0,0.2064501172537949,5.109614166478054,0.7522456099124031,0.6421869729103602,True,True,0.0,3.0,0.0,3.0,False,True,Core Moat,24
20260430,6278,6278.T,UNION TOOL CO.,Prime Market (Domestic),3600,Machinery,8,MACHINERY,6,TOPIX Small 1,False,2026-06-01,23070.0,23070.0,373300.0,5832879450.0,1222.0,0.0019620681240233,0.4414634156104669,-0.5625445979653356,4.719437395404624,5.859530169246042,1222.0,ユニオンツール株式会社,54730000000.0,8728000000.0,8136000000.0,6114000000.0,98070000000.0,79998000000.0,7507000000.0,,-2258000000.0,,,1530.0,0.2748684406212598,0.519939816590155,0.1594737803763932,0.0764269106727668,0.8157234628326705,0.13716426091723,,,443256012800.0,369221107712.0,65.073906,59.92986,4.873522,0.59,0.936,19213523.0,13437500416.0,0.59,65.073906,4.873522,0.4298779557006694,0.3170564119109307,-0.5061366204694355,0.191653855422336,0.166824834463547,-0.052906912907284,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.8020199648197579,-0.6467403629947238,0.1804156571089618,5.109614166478054,0.4951488556894702,0.6418621881878204,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,25
20260430,9503,9503.T,"The Kansai Electric Power Company,Incorporated",Prime Market (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS,4,TOPIX Mid400,False,2026-06-01,2288.5,2288.5,4726200.0,10170685626.666666,1222.0,0.0009621231539307,0.3025433441481986,-0.44769335169837,0.4663709302025981,1.5880941736242589,1222.0,関西電力株式会社,5405733000000.0,468877000000.0,540270000000.0,451137000000.0,12563154000000.0,3107452000000.0,575299000000.0,,137673000000.0,,,31428.0,0.0312632645245176,-0.3567643205498433,0.0867369883048237,0.1451790727580023,0.2473464863998324,0.1064238651816506,,,2549534162944.0,6218482450432.0,6.7068167,6.9658785,0.73788524,3.43,0.201,1114063522.0,822817980416.0,0.0343,6.7068167,0.73788524,-0.1401497515451562,0.2075364008233541,0.3655555081296291,-0.0047352398199925,0.0749957408269611,0.8646823918747814,1.0986122886681098,0.0,0.0,0.0,0.0,0.2393676809359459,1.8129456945318805,0.5824214786773496,0.3109208616486753,-0.2169445887480186,0.635208023717019,True,True,1.0,3.0,0.0,3.0,False,True,Transformation Moat,26
20260430,6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,10080.0,10080.0,799000.0,3975964583.3333335,1222.0,0.0020496691199986,0.4667089412705804,-0.5274260024244461,3.505801064605503,6.240652277553357,1222.0,山一電機株式会社,45298813000.0,8300040000.0,7689163000.0,5240971000.0,53389812000.0,39676501000.0,9005984000.0,,-5493183000.0,,,2061.0,-0.0181124097858463,-0.0467672853723359,0.1832286422162982,0.132092570360476,0.7431474192117402,0.1988128033288642,,,186045759488.0,149209038848.0,20.459528,31.091917,3.9948258,1.72,0.851,18456920.0,14830999552.0,0.0172,20.459528,3.9948258,0.5440690669900475,0.5366940869276041,-0.6645466023289952,0.2557919029149327,0.2428467552956051,-0.4947431342458253,1.6094379124341005,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,-0.4562752975333535,0.1724307509521969,5.109614166478054,0.4900143725015419,0.6343907303498483,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,27
20260430,7186,7186.T,"Yokohama Financial Group,Inc.",Prime Market (Domestic),7050,Banks,15,BANKS,4,TOPIX Mid400,True,2026-06-01,1586.0,1586.0,3247900.0,5754565674.166667,1222.0,0.0014684573393556,0.3281567882182367,-0.2988861701422451,0.6718955742240702,3.615932314880368,1222.0,株式会社コンコルディア・フィナンシャルグループ,114917000000.0,113586000000.0,122764000000.0,113495000000.0,24793138000000.0,1292594000000.0,376257000000.0,,-70611000000.0,,,5941.0,1.2386213572400089,1.2874546698846787,0.988417727577295,0.0878040591245201,0.0521351512664512,3.274163091622649,,,1762803318784.0,303039709184.0,16.872341,21.409286,1.2556885,2.96,0.208,1111477483.0,,0.0296,16.872341,1.2556885,0.7985119226936627,2.899583956008088,0.2048369211957837,1.959826919309974,1.4373079300459553,0.7431205705379766,0.0,0.0,0.0,0.0,0.0,-0.411080513804854,0.0977246228444975,0.5083070609334991,0.6762854975433295,-0.4941110513808106,0.6253467158259132,True,True,0.0,3.0,1.0,3.0,True,True,Core Moat,28
20260430,6871,6871.T,"MICRONICS JAPAN CO.,LTD.",Prime Market (Domestic),3650,Electric Appliances,9,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,6,TOPIX Small 1,False,2026-06-01,14500.0,14500.0,863200.0,12744986383.333334,1222.0,0.0026411883785009,0.6018077302369536,-0.7066136657066697,2.9782580841401423,9.51869835358426,1222.0,株式会社日本マイクロニクス,70173000000.0,20844000000.0,17100000000.0,12063000000.0,99026000000.0,66052000000.0,12903000000.0,,3276000000.0,,,1785.0,0.3537267061655753,0.5584622146466922,0.2970373220469411,0.1826288378853025,0.6670167430775756,0.183874139626352,,,562081300480.0,559288745984.0,46.622295,66.20702,7.5972314,0.64,1.621,38764228.0,25488250880.0,0.64,46.622295,7.5972314,0.8024928428628989,0.4834715250449966,-1.5122610447826137,0.5630749576951287,0.2119031588457667,0.0236553646952603,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.9723460085165826,-0.5826973500864419,0.2737839888695536,4.776345140943221,1.344708268327134,0.6169476761311623,True,True,0.0,3.0,0.0,3.0,False,True,Future Moat,30
